common_name,scientific_name,genus,family,order,category
Socotra Grosbeak,Rhynchostruthus socotranus,Rhynchostruthus,Fringillidae,Passeriformes,species
Somali Grosbeak,Rhynchostruthus louisae,Rhynchostruthus,Fringillidae,Passeriformes,species
European Greenfinch,Chloris chloris,Chloris,Fringillidae,Passeriformes,species
Oriental Greenfinch,Chloris sinica,Chloris,Fringillidae,Passeriformes,species
Oriental Greenfinch (Oriental),Chloris sinica [sinica Group],Chloris,Fringillidae,Passeriformes,group (polytypic)
Oriental Greenfinch (Bonin),Chloris sinica kittlitzi,Chloris,Fringillidae,Passeriformes,group (monotypic)
Yellow-breasted Greenfinch,Chloris spinoides,Chloris,Fringillidae,Passeriformes,species
Vietnamese Greenfinch,Chloris monguilloti,Chloris,Fringillidae,Passeriformes,species
Black-headed Greenfinch,Chloris ambigua,Chloris,Fringillidae,Passeriformes,species
greenfinch sp.,Chloris sp.,Chloris,Fringillidae,Passeriformes,spuh
Oriole Finch,Linurgus olivaceus,Linurgus,Fringillidae,Passeriformes,species
White-rumped Seedeater,Crithagra leucopygia,Crithagra,Fringillidae,Passeriformes,species
Yellow-fronted Canary,Crithagra mozambica,Crithagra,Fringillidae,Passeriformes,species
African Citril,Crithagra citrinelloides,Crithagra,Fringillidae,Passeriformes,species
Western Citril,Crithagra frontalis,Crithagra,Fringillidae,Passeriformes,species
Southern Citril,Crithagra hyposticta,Crithagra,Fringillidae,Passeriformes,species
Black-faced Canary,Crithagra capistrata,Crithagra,Fringillidae,Passeriformes,species
Papyrus Canary,Crithagra koliensis,Crithagra,Fringillidae,Passeriformes,species
Forest Canary,Crithagra scotops,Crithagra,Fringillidae,Passeriformes,species
Arabian Serin,Crithagra rothschildi,Crithagra,Fringillidae,Passeriformes,species
Black-throated Canary,Crithagra atrogularis,Crithagra,Fringillidae,Passeriformes,species
Reichenow's Seedeater,Crithagra reichenowi,Crithagra,Fringillidae,Passeriformes,species
Yellow-rumped Serin,Crithagra xanthopygia,Crithagra,Fringillidae,Passeriformes,species
Lemon-breasted Seedeater,Crithagra citrinipectus,Crithagra,Fringillidae,Passeriformes,species
White-bellied Canary,Crithagra dorsostriata,Crithagra,Fringillidae,Passeriformes,species
Yellow-throated Serin,Crithagra flavigula,Crithagra,Fringillidae,Passeriformes,species
Salvadori's Serin,Crithagra xantholaema,Crithagra,Fringillidae,Passeriformes,species
Northern Grosbeak-Canary,Crithagra donaldsoni,Crithagra,Fringillidae,Passeriformes,species
Southern Grosbeak-Canary,Crithagra buchanani,Crithagra,Fringillidae,Passeriformes,species
Brimstone Canary,Crithagra sulphurata,Crithagra,Fringillidae,Passeriformes,species
Yellow Canary,Crithagra flaviventris,Crithagra,Fringillidae,Passeriformes,species
White-throated Canary,Crithagra albogularis,Crithagra,Fringillidae,Passeriformes,species
Streaky Seedeater,Crithagra striolata,Crithagra,Fringillidae,Passeriformes,species
Yellow-browed Seedeater,Crithagra whytii,Crithagra,Fringillidae,Passeriformes,species
Thick-billed Seedeater,Crithagra burtoni,Crithagra,Fringillidae,Passeriformes,species
Kipengere Seedeater,Crithagra melanochroa,Crithagra,Fringillidae,Passeriformes,species
Principe Seedeater,Crithagra rufobrunnea,Crithagra,Fringillidae,Passeriformes,species
Sao Tome Grosbeak,Crithagra concolor,Crithagra,Fringillidae,Passeriformes,species
Protea Canary,Crithagra leucoptera,Crithagra,Fringillidae,Passeriformes,species
Black-eared Seedeater,Crithagra mennelli,Crithagra,Fringillidae,Passeriformes,species
West African Seedeater,Crithagra canicapilla,Crithagra,Fringillidae,Passeriformes,species
Streaky-headed Seedeater,Crithagra gularis,Crithagra,Fringillidae,Passeriformes,species
Stripe-breasted Seedeater,Crithagra striatipectus,Crithagra,Fringillidae,Passeriformes,species
Reichard's Seedeater,Crithagra reichardi,Crithagra,Fringillidae,Passeriformes,species
Brown-rumped Seedeater,Crithagra tristriata,Crithagra,Fringillidae,Passeriformes,species
Yemen Serin,Crithagra menachensis,Crithagra,Fringillidae,Passeriformes,species
Ankober Serin,Crithagra ankoberensis,Crithagra,Fringillidae,Passeriformes,species
Cape Siskin,Crithagra totta,Crithagra,Fringillidae,Passeriformes,species
Drakensberg Siskin,Crithagra symonsi,Crithagra,Fringillidae,Passeriformes,species
african seedeater sp.,Crithagra sp.,Crithagra,Fringillidae,Passeriformes,spuh
Twite,Linaria flavirostris,Linaria,Fringillidae,Passeriformes,species
Eurasian Linnet,Linaria cannabina,Linaria,Fringillidae,Passeriformes,species
Twite/Eurasian Linnet,Linaria flavirostris/cannabina,Linaria,Fringillidae,Passeriformes,slash
Yemen Linnet,Linaria yemenensis,Linaria,Fringillidae,Passeriformes,species
Warsangli Linnet,Linaria johannis,Linaria,Fringillidae,Passeriformes,species
Redpoll,Acanthis flammea,Acanthis,Fringillidae,Passeriformes,species
Redpoll (Common),Acanthis flammea flammea/rostrata/islandica,Acanthis,Fringillidae,Passeriformes,form
Redpoll (flammea),Acanthis flammea flammea,Acanthis,Fringillidae,Passeriformes,group (monotypic)
Redpoll (rostrata/islandica),Acanthis flammea rostrata/islandica,Acanthis,Fringillidae,Passeriformes,group (polytypic)
Redpoll (Lesser),Acanthis flammea cabaret,Acanthis,Fringillidae,Passeriformes,group (monotypic)
Redpoll (Common/Lesser),Acanthis flammea [flammea Group/cabaret],Acanthis,Fringillidae,Passeriformes,form
Redpoll (Hoary),Acanthis flammea hornemanni/exilipes,Acanthis,Fringillidae,Passeriformes,form
Redpoll (exilipes),Acanthis flammea exilipes,Acanthis,Fringillidae,Passeriformes,group (monotypic)
Redpoll (hornemanni),Acanthis flammea hornemanni,Acanthis,Fringillidae,Passeriformes,group (monotypic)
Redpoll (Common x Hoary),Acanthis flammea [flammea Group x hornemanni/exilipes],Acanthis,Fringillidae,Passeriformes,intergrade
Redpoll (Common/Hoary),Acanthis flammea [flammea Group/hornemanni/exilipes],Acanthis,Fringillidae,Passeriformes,form
Parrot Crossbill,Loxia pytyopsittacus,Loxia,Fringillidae,Passeriformes,species
Scottish Crossbill,Loxia scotica,Loxia,Fringillidae,Passeriformes,species
Red Crossbill,Loxia curvirostra,Loxia,Fringillidae,Passeriformes,species
Red Crossbill (Corsican),Loxia curvirostra corsicana,Loxia,Fringillidae,Passeriformes,group (monotypic)
Red Crossbill (Balearic),Loxia curvirostra balearica,Loxia,Fringillidae,Passeriformes,group (monotypic)
Red Crossbill (North African),Loxia curvirostra poliogyna,Loxia,Fringillidae,Passeriformes,group (monotypic)
Red Crossbill (Cyprus),Loxia curvirostra guillemardi,Loxia,Fringillidae,Passeriformes,group (monotypic)
Red Crossbill (Crimean),Loxia curvirostra mariae,Loxia,Fringillidae,Passeriformes,group (monotypic)
Red Crossbill (Altai),Loxia curvirostra altaiensis,Loxia,Fringillidae,Passeriformes,group (monotypic)
Red Crossbill (Tien Shan),Loxia curvirostra tianschanica,Loxia,Fringillidae,Passeriformes,group (monotypic)
Red Crossbill (Himalayan),Loxia curvirostra himalayensis,Loxia,Fringillidae,Passeriformes,group (monotypic)
Red Crossbill (Dalat),Loxia curvirostra meridionalis,Loxia,Fringillidae,Passeriformes,group (monotypic)
Red Crossbill (Japanese),Loxia curvirostra japonica,Loxia,Fringillidae,Passeriformes,group (monotypic)
Red Crossbill (Luzon),Loxia curvirostra luzoniensis,Loxia,Fringillidae,Passeriformes,group (monotypic)
Red Crossbill (Wandering or type A),Loxia curvirostra (type A),Loxia,Fringillidae,Passeriformes,form
Red Crossbill (Bohemian or type B),Loxia curvirostra (type B),Loxia,Fringillidae,Passeriformes,form
Red Crossbill (Glip or type C),Loxia curvirostra (type C),Loxia,Fringillidae,Passeriformes,form
Red Crossbill (Phantom or type D),Loxia curvirostra (type D),Loxia,Fringillidae,Passeriformes,form
Red Crossbill (Parakeet or type E),Loxia curvirostra (type E),Loxia,Fringillidae,Passeriformes,form
Red Crossbill (Scarce or type F),Loxia curvirostra (type F),Loxia,Fringillidae,Passeriformes,form
Red Crossbill (Parakeet or type X),Loxia curvirostra (type X),Loxia,Fringillidae,Passeriformes,form
Red Crossbill (Appalachian or type 1),Loxia curvirostra (type 1),Loxia,Fringillidae,Passeriformes,form
Red Crossbill (Ponderosa Pine or type 2),Loxia curvirostra (type 2),Loxia,Fringillidae,Passeriformes,form
Red Crossbill (Western Hemlock or type 3),Loxia curvirostra (type 3),Loxia,Fringillidae,Passeriformes,form
Red Crossbill (Douglas-fir or type 4),Loxia curvirostra (type 4),Loxia,Fringillidae,Passeriformes,form
Red Crossbill (Lodgepole Pine or type 5),Loxia curvirostra (type 5),Loxia,Fringillidae,Passeriformes,form
Red Crossbill (Sierra Madre or type 6),Loxia curvirostra (type 6),Loxia,Fringillidae,Passeriformes,form
Red Crossbill (Enigmatic or type 7),Loxia curvirostra (type 7),Loxia,Fringillidae,Passeriformes,form
Red Crossbill (Newfoundland or type 8),Loxia curvirostra (type 8),Loxia,Fringillidae,Passeriformes,form
Red Crossbill (Sitka Spruce or type 10),Loxia curvirostra (type 10),Loxia,Fringillidae,Passeriformes,form
Red Crossbill (Central American or type 11),Loxia curvirostra mesamericana,Loxia,Fringillidae,Passeriformes,group (monotypic)
Red Crossbill (Northeastern or type 12),Loxia curvirostra (type 12),Loxia,Fringillidae,Passeriformes,form
Parrot/Red Crossbill,Loxia pytyopsittacus/curvirostra,Loxia,Fringillidae,Passeriformes,slash
Scottish/Red Crossbill,Loxia scotica/curvirostra,Loxia,Fringillidae,Passeriformes,slash
Cassia Crossbill,Loxia sinesciuris,Loxia,Fringillidae,Passeriformes,species
Red/Cassia Crossbill,Loxia curvirostra/sinesciuris,Loxia,Fringillidae,Passeriformes,slash
Hispaniolan Crossbill,Loxia megaplaga,Loxia,Fringillidae,Passeriformes,species
White-winged Crossbill,Loxia leucoptera,Loxia,Fringillidae,Passeriformes,species
White-winged Crossbill (Eurasian),Loxia leucoptera bifasciata,Loxia,Fringillidae,Passeriformes,group (monotypic)
White-winged Crossbill (American),Loxia leucoptera leucoptera,Loxia,Fringillidae,Passeriformes,group (monotypic)
crossbill sp.,Loxia sp.,Loxia,Fringillidae,Passeriformes,spuh
Indonesian Serin,Chrysocorythus estherae,Chrysocorythus,Fringillidae,Passeriformes,species
Mindanao Serin,Chrysocorythus mindanensis,Chrysocorythus,Fringillidae,Passeriformes,species
European Goldfinch,Carduelis carduelis,Carduelis,Fringillidae,Passeriformes,species
Gray-crowned Goldfinch,Carduelis caniceps,Carduelis,Fringillidae,Passeriformes,species
European x Gray-crowned Goldfinch (hybrid),Carduelis carduelis x caniceps,Carduelis,Fringillidae,Passeriformes,hybrid
European/Gray-crowned Goldfinch,Carduelis carduelis/caniceps,Carduelis,Fringillidae,Passeriformes,slash
Citril Finch,Carduelis citrinella,Carduelis,Fringillidae,Passeriformes,species
Corsican Finch,Carduelis corsicana,Carduelis,Fringillidae,Passeriformes,species
European Serin,Serinus serinus,Serinus,Fringillidae,Passeriformes,species
Citril Finch/European Serin,Carduelis citrinella/Serinus serinus,Carduelis,Fringillidae,Passeriformes,slash
Island Canary,Serinus canaria,Serinus,Fringillidae,Passeriformes,species
Island Canary (Domestic type),Serinus canaria (Domestic type),Serinus,Fringillidae,Passeriformes,domestic
European Goldfinch x Island Canary (hybrid),Carduelis carduelis x Serinus canaria,Carduelis,Fringillidae,Passeriformes,hybrid
Fire-fronted Serin,Serinus pusillus,Serinus,Fringillidae,Passeriformes,species
Syrian Serin,Serinus syriacus,Serinus,Fringillidae,Passeriformes,species
European/Fire-fronted/Syrian Serin,Serinus serinus/pusillus/syriacus,Serinus,Fringillidae,Passeriformes,slash
Yellow-crowned Canary,Serinus flavivertex,Serinus,Fringillidae,Passeriformes,species
Cape Canary,Serinus canicollis,Serinus,Fringillidae,Passeriformes,species
Ethiopian Siskin,Serinus nigriceps,Serinus,Fringillidae,Passeriformes,species
Black-headed Canary,Serinus alario,Serinus,Fringillidae,Passeriformes,species
Black-headed Canary (Black-headed),Serinus alario alario,Serinus,Fringillidae,Passeriformes,group (monotypic)
Black-headed Canary (Damara),Serinus alario leucolaemus,Serinus,Fringillidae,Passeriformes,group (monotypic)
Serinus sp.,Serinus sp.,Serinus,Fringillidae,Passeriformes,spuh
Tibetan Serin,Spinus thibetanus,Spinus,Fringillidae,Passeriformes,species
Eurasian Siskin,Spinus spinus,Spinus,Fringillidae,Passeriformes,species
Pine Siskin,Spinus pinus,Spinus,Fringillidae,Passeriformes,species
Pine Siskin (Northern),Spinus pinus pinus/macropterus,Spinus,Fringillidae,Passeriformes,group (polytypic)
Pine Siskin (Chiapas),Spinus pinus perplexus,Spinus,Fringillidae,Passeriformes,group (monotypic)
Pine Siskin (green morph),Spinus pinus (green morph),Spinus,Fringillidae,Passeriformes,form
Red Crossbill x Pine Siskin (hybrid),Loxia curvirostra x Spinus pinus,Loxia,Fringillidae,Passeriformes,hybrid
Black-capped Siskin,Spinus atriceps,Spinus,Fringillidae,Passeriformes,species
Pine x Black-capped Siskin (hybrid),Spinus pinus x atriceps,Spinus,Fringillidae,Passeriformes,hybrid
Black-headed Siskin,Spinus notatus,Spinus,Fringillidae,Passeriformes,species
Antillean Siskin,Spinus dominicensis,Spinus,Fringillidae,Passeriformes,species
Lesser Goldfinch,Spinus psaltria,Spinus,Fringillidae,Passeriformes,species
European x Lesser Goldfinch (hybrid),Carduelis carduelis x Spinus psaltria,Carduelis,Fringillidae,Passeriformes,hybrid
